drug_name,generic_name,opioid_drug_flag,antibiotic_drug_flag,high_risk_flag,antipsychotic_drug_flag
MONOJECT INSULIN SYRINGE,"SYRING W-NDL,DISP,INSUL,0.5 ML",N,N,N,N 
MONOJECT INSULIN SYRINGE,"SYRINGE AND NEEDLE,INSULIN,1ML",N,N,N,N 
MONONESSA,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
MONTELUKAST SODIUM,MONTELUKAST SODIUM,N,N,N,N 
MONUROL,FOSFOMYCIN TROMETHAMINE,N,Y,N,N 
MORGIDOX,DOXYCYCLINE HYCLATE,N,Y,N,N 
MORGIDOX,DOXYCYCLINE/SKIN CLEANSER #19,N,Y,N,N 
MORPHINE SULFATE,MORPHINE SULFATE,Y,N,N,N 
MORPHINE SULFATE,MORPHINE SULFATE/PF,Y,N,N,N 
MORPHINE SULFATE ER,MORPHINE SULFATE,Y,N,N,N 
MOVANTIK,NALOXEGOL OXALATE,N,N,N,N 
MOVIPREP,PEG3350/SOD SUL/NACL/ASB/C/KCL,N,N,N,N 
MOXATAG,AMOXICILLIN,N,Y,N,N 
MOXEZA,MOXIFLOXACIN HCL,N,N,N,N 
MOXIFLOXACIN HCL,MOXIFLOXACIN HCL,N,Y,N,N 
MOZOBIL,PLERIXAFOR,N,N,N,N 
MS CONTIN,MORPHINE SULFATE,Y,N,N,N 
MULTAQ,DRONEDARONE HCL,N,N,N,N 
MULTI-VITAMIN WITH FLUORIDE,PEDI M.VIT NO.17 WITH FLUORIDE,N,N,N,N 
MULTIVITAMIN WITH FLUORIDE,PEDI M.VIT NO.17 WITH FLUORIDE,N,N,N,N 
MULTIVITAMINS W-FLUORIDE-IRON,PEDI MV #75/FLUORIDE/IRON,N,N,N,N 
MULTIVITAMINS WITH FLUORIDE,PEDI MVI NO.16 WITH FLUORIDE,N,N,N,N 
MULTIVITAMINS WITH FLUORIDE,PEDI MVI NO.82 WITH FLUORIDE,N,N,N,N 
MUPIROCIN,MUPIROCIN,N,N,N,N 
MUPIROCIN,MUPIROCIN CALCIUM,N,N,N,N 
MUSE,ALPROSTADIL,N,N,N,N 
MUSTARGEN,MECHLORETHAMINE HCL,N,N,N,N 
MVC-FLUORIDE,PEDI MVI NO.12/SODIUM FLUORIDE,N,N,N,N 
MY WAY,LEVONORGESTREL,N,N,N,N 
MYALEPT,METRELEPTIN,N,N,N,N 
MYAMBUTOL,ETHAMBUTOL HCL,N,N,N,N 
MYCAMINE,MICAFUNGIN SODIUM,N,N,N,N 
MYCOBUTIN,RIFABUTIN,N,N,N,N 
MYCOPHENOLATE MOFETIL,MYCOPHENOLATE MOFETIL,N,N,N,N 
MYCOPHENOLIC ACID,MYCOPHENOLATE SODIUM,N,N,N,N 
MYDRIACYL,TROPICAMIDE,N,N,N,N 
MYFORTIC,MYCOPHENOLATE SODIUM,N,N,N,N 
MYLERAN,BUSULFAN,N,N,N,N 
MYOBLOC,RIMABOTULINUMTOXINB,N,N,N,N 
MYORISAN,ISOTRETINOIN,N,N,N,N 
MYRBETRIQ,MIRABEGRON,N,N,N,N 
MYSOLINE,PRIMIDONE,N,N,N,N 
MYZILRA,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
NABI-HB,HEPATITIS B IMMUNE GLOBULIN,N,N,N,N 
NABUMETONE,NABUMETONE,N,N,N,N 
NADOLOL,NADOLOL,N,N,N,N 
NADOLOL-BENDROFLUMETHIAZIDE,NADOLOL/BENDROFLUMETHIAZIDE,N,N,N,N 
NAFCILLIN,"NAFCILLIN IN DEXTROSE,ISO-OSM",N,Y,N,N 
NAFCILLIN SODIUM,NAFCILLIN SODIUM,N,Y,N,N 
NAFTIFINE HCL,NAFTIFINE HCL,N,N,N,N 
NAFTIN,NAFTIFINE HCL,N,N,N,N 
NAGLAZYME,GALSULFASE,N,N,N,N 
NALBUPHINE HCL,NALBUPHINE HCL,Y,N,N,N 
NALFON,FENOPROFEN CALCIUM,N,N,N,N 
NALOXONE HCL,NALOXONE HCL,N,N,N,N 
NALTREXONE HCL,NALTREXONE HCL,N,N,N,N 
NAMENDA,MEMANTINE HCL,N,N,N,N 
NAMENDA XR,MEMANTINE HCL,N,N,N,N 
NAMZARIC,MEMANTINE HCL/DONEPEZIL HCL,N,N,N,N 
NAPHAZOLINE HCL,NAPHAZOLINE HCL,N,N,N,N 
NAPRELAN,NAPROXEN SODIUM,N,N,N,N 
NAPROSYN,NAPROXEN,N,N,N,N 
NAPROXEN,NAPROXEN,N,N,N,N 
NAPROXEN SODIUM,NAPROXEN SODIUM,N,N,N,N 
NAPROXEN SODIUM CR,NAPROXEN SODIUM,N,N,N,N 
NAPROXEN SODIUM ER,NAPROXEN SODIUM,N,N,N,N 
NARATRIPTAN HCL,NARATRIPTAN HCL,N,N,N,N 
NARDIL,PHENELZINE SULFATE,N,N,N,N 
NAROPIN,ROPIVACAINE HCL/PF,N,N,N,N 
NASACORT AQ,TRIAMCINOLONE ACETONIDE,N,N,N,N 
NASCOBAL,CYANOCOBALAMIN (VITAMIN B-12),N,N,N,N 
NASONEX,MOMETASONE FUROATE,N,N,N,N 
NATACHEW,PNV55/IRON FUM & BISGLY/FA,N,N,N,N 
NATACYN,NATAMYCIN,N,N,N,N 
NATAZIA,ESTRADIOL VALERATE/DIENOGEST,N,N,N,N 
NATEGLINIDE,NATEGLINIDE,N,N,N,N 
NATELLE ONE,"PNV WITH CA,NO.70/IRON/FA/DHA",N,N,N,N 
NATESTO,TESTOSTERONE,N,N,N,N 
NATPARA,PARATHYROID HORMONE,N,N,N,N 
NATURE-THROID,"THYROID,PORK",N,N,Y,N 
NEBUPENT,PENTAMIDINE ISETHIONATE,N,N,N,N 
NECON,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
NECON,NORETHINDRONE-MESTRANOL,N,N,N,N 
NEEDLES,"PEN NEEDLE, DIABETIC",N,N,N,N 
NEFAZODONE HCL,NEFAZODONE HCL,N,N,N,N 
NEO-POLYCIN,NEOMYCIN SU/BACITRA/POLYMYXIN,N,N,N,N 
NEO-POLYCIN HC,NEOMYCIN SU/BACI ZN/POLY/HC,N,N,N,N 
NEO-SYNALAR,NEOMYCIN SULFATE/FLUOCINOLONE,N,N,N,N 
NEO-SYNALAR,NEOMYCIN/FLUOCINOLONE/EMOL #65,N,N,N,N 
NEOMYCIN SULFATE,NEOMYCIN SULFATE,N,Y,N,N 
NEOMYCIN-BACITRACIN-POLY-HC,NEOMYCIN SU/BACI ZN/POLY/HC,N,N,N,N 
NEOMYCIN-BACITRACIN-POLYMYXIN,NEOMYCIN SU/BACITRA/POLYMYXIN,N,N,N,N 
NEOMYCIN-POLYMYXIN B,NEOMYCIN SU/POLYMYX B SULF,N,N,N,N 
NEOMYCIN-POLYMYXIN-DEXAMETH,NEO/POLYMYX B SULF/DEXAMETH,N,N,N,N 
NEOMYCIN-POLYMYXIN-GRAMICIDIN,NEOMYCIN/POLYMYXN B/GRAMICIDIN,N,N,N,N 
NEOMYCIN-POLYMYXIN-HC,NEOMYCIN/POLYMYXIN B SULF/HC,N,N,N,N 
NEOMYCIN-POLYMYXIN-HYDROCORT,NEOMYCIN/POLYMYXIN B SULF/HC,N,N,N,N 
NEORAL,"CYCLOSPORINE, MODIFIED",N,N,N,N 
NEOSPORIN G.U. IRRIGANT,NEOMYCIN SU/POLYMYX B SULF,N,N,N,N 
NEOSTIGMINE METHYLSULFATE,NEOSTIGMINE METHYLSULFATE,N,N,N,N 
NEPHPLEX RX,VIT B CMPLX NO3/FA/C/BIOT/ZINC,N,N,N,N 
NEPHRO-VITE RX,VIT B CMPLX 3/FA/VIT C/BIOTIN,N,N,N,N 
NEPHROCAPS,B COMPLEX & C NO.20/FOLIC ACID,N,N,N,N 
NEPHRON FA,"FE FUMARATE/DOSS/FA/BCOMP,C",N,N,N,N 
NEPTAZANE,METHAZOLAMIDE,N,N,N,N 
NESINA,ALOGLIPTIN BENZOATE,N,N,N,N 
NESTABS,PRENATAL VIT#86/IRON BISGLY/FA,N,N,N,N 
NESTABS ABC,PNV #86/IRON POLY/FA/DHA/EPA,N,N,N,N 
NESTABS DHA,PNV #87/IRON BISGLY/FA/DHA,N,N,N,N 
NEUAC,CLINDAMYCIN PHOS/BENZOYL PEROX,N,N,N,N 
NEULASTA,PEGFILGRASTIM,N,N,N,N 
NEUMEGA,OPRELVEKIN,N,N,N,N 
NEUPOGEN,FILGRASTIM,N,N,N,N 
NEUPRO,ROTIGOTINE,N,N,N,N 
NEURONTIN,GABAPENTIN,N,N,N,N 
NEUT,SODIUM BICARBONATE,N,N,N,N 
NEVANAC,NEPAFENAC,N,N,N,N 
NEVIRAPINE,NEVIRAPINE,N,N,N,N 
NEVIRAPINE ER,NEVIRAPINE,N,N,N,N 
NEXA PLUS,PNV53/IRON FUM/FA/DOCUSATE/DHA,N,N,N,N 
NEXAVAR,SORAFENIB TOSYLATE,N,N,N,N 
NEXIUM,ESOMEPRAZOLE MAGNESIUM,N,N,N,N 
NEXIUM I.V.,ESOMEPRAZOLE SODIUM,N,N,N,N 
NEXPLANON,ETONOGESTREL,N,N,N,N 
NEXT CHOICE ONE DOSE,LEVONORGESTREL,N,N,N,N 
NIACIN ER,NIACIN,N,N,N,N 
NIACOR,NIACIN,N,N,N,N 
NIASPAN,NIACIN,N,N,N,N 
NICARDIPINE HCL,NICARDIPINE HCL,N,N,N,N 
NICOTROL,NICOTINE,N,N,N,N 
NICOTROL NS,NICOTINE,N,N,N,N 
NIFEDICAL XL,NIFEDIPINE,N,N,N,N 
NIFEDIPINE,NIFEDIPINE,N,N,Y,N 
NIFEDIPINE ER,NIFEDIPINE,N,N,N,N 
NIKKI,ETHINYL ESTRADIOL/DROSPIRENONE,N,N,N,N 
NILANDRON,NILUTAMIDE,N,N,N,N 
NIMODIPINE,NIMODIPINE,N,N,N,N 
NINLARO,IXAZOMIB CITRATE,N,N,N,N 
NISOLDIPINE,NISOLDIPINE,N,N,N,N 
NITRO-BID,NITROGLYCERIN,N,N,N,N 
NITRO-DUR,NITROGLYCERIN,N,N,N,N 
NITROFURANTOIN,NITROFURANTOIN,N,Y,Y,N 
NITROFURANTOIN,NITROFURANTOIN MACROCRYSTAL,N,Y,Y,N 
NITROFURANTOIN MONO-MACRO,NITROFURANTOIN MONOHYD/M-CRYST,N,Y,Y,N 
NITROGLYCERIN,NITROGLYCERIN,N,N,N,N 
NITROGLYCERIN IN D5W,NITROGLYCERIN/D5W,N,N,N,N 
NITROGLYCERIN PATCH,NITROGLYCERIN,N,N,N,N 
NITROLINGUAL,NITROGLYCERIN,N,N,N,N 
NITROMIST,NITROGLYCERIN,N,N,N,N 
NITROSTAT,NITROGLYCERIN,N,N,N,N 
NIZATIDINE,NIZATIDINE,N,N,N,N 
NIZORAL,KETOCONAZOLE,N,N,N,N 
NOR-Q-D,NORETHINDRONE,N,N,N,N 
NORA-BE,NORETHINDRONE,N,N,N,N 
NORCO,HYDROCODONE/ACETAMINOPHEN,Y,N,N,N 
NORDITROPIN FLEXPRO,SOMATROPIN,N,N,N,N 
NORDITROPIN NORDIFLEX,SOMATROPIN,N,N,N,N 
NORETHIN-ETH ESTRA FERROUS FUM,NORETH-ETHINYL ESTRADIOL/IRON,N,N,N,N 
NORETHIN-ETH ESTRA FERROUS FUM,NORETHINDRONE-E.ESTRADIOL-IRON,N,N,N,N 
NORETHINDRON-ETHINYL ESTRADIOL,NORETHINDRONE AC-ETH ESTRADIOL,N,N,Y,N 
NORETHINDRONE,NORETHINDRONE,N,N,N,N 
NORETHINDRONE ACETATE,NORETHINDRONE ACETATE,N,N,N,N 
NORGESTIMATE-ETHINYL ESTRADIOL,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
NORINYL 1+35,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
NORITATE,METRONIDAZOLE,N,N,N,N 
NORLYROC,NORETHINDRONE,N,N,N,N 
NORPACE,DISOPYRAMIDE PHOSPHATE,N,N,Y,N 
NORPACE CR,DISOPYRAMIDE PHOSPHATE,N,N,Y,N 
NORPRAMIN,DESIPRAMINE HCL,N,N,N,N 
NORTHERA,DROXIDOPA,N,N,N,N 
NORTREL,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
NORTRIPTYLINE HCL,NORTRIPTYLINE HCL,N,N,N,N 
NORVASC,AMLODIPINE BESYLATE,N,N,N,N 
NORVIR,RITONAVIR,N,N,N,N 
NOVAREL,"CHORIONIC GONADOTROPIN, HUMAN",N,N,N,N 
NOVOFINE,"PEN NEEDLE, DIABETIC",N,N,N,N 
NOVOFINE 30,"NEEDLES, INSULIN DISPOSABLE",N,N,N,N 
NOVOFINE 32,"PEN NEEDLE, DIABETIC",N,N,N,N 
NOVOFINE AUTOCOVER,"PEN NEEDLE, DIABETIC, SAFETY",N,N,N,N 
NOVOFINE PLUS,"PEN NEEDLE, DIABETIC",N,N,N,N 
NOVOLIN 70-30,INSULIN NPH HUM/REG INSULIN HM,N,N,N,N 
NOVOLIN N,INSULIN NPH HUMAN ISOPHANE,N,N,N,N 
NOVOLIN R,"INSULIN REGULAR, HUMAN",N,N,N,N 
NOVOLOG,INSULIN ASPART,N,N,N,N 
NOVOLOG FLEXPEN,INSULIN ASPART,N,N,N,N 
NOVOLOG MIX 70-30,INSULIN ASPART PROTAM & ASPART,N,N,N,N 
NOVOLOG MIX 70-30 FLEXPEN,INSULIN ASPART PROTAM & ASPART,N,N,N,N 
NOVOPEN 3,INSULIN ADMIN. SUPPLIES,N,N,N,N 
NOVOPEN ECHO,INSULIN ADMIN. SUPPLIES,N,N,N,N 
NOVOTWIST,"PEN NEEDLE, DIABETIC",N,N,N,N 
NOXAFIL,POSACONAZOLE,N,N,N,N 
NP THYROID,"THYROID,PORK",N,N,Y,N 
NPLATE,ROMIPLOSTIM,N,N,N,N 
NUCYNTA,TAPENTADOL HCL,Y,N,N,N 
NUCYNTA ER,TAPENTADOL HCL,Y,N,N,N 
NUEDEXTA,DEXTROMETHORPHAN HBR/QUINIDINE,N,N,N,N 
NULEV,HYOSCYAMINE SULFATE,N,N,N,N 
NULOJIX,BELATACEPT,N,N,N,N 
NULYTELY WITH FLAVOR PACKS,SODIUM CHLORIDE/NAHCO3/KCL/PEG,N,N,N,N 
NUTRILIPID,FAT EMULSIONS,N,N,N,N 
NUTROPIN AQ,SOMATROPIN,N,N,N,N 
NUTROPIN AQ NUSPIN,SOMATROPIN,N,N,N,N 
NUVARING,ETONOGESTREL/ETHINYL ESTRADIOL,N,N,N,N 
NUVESSA,METRONIDAZOLE,N,N,N,N 
NUVIGIL,ARMODAFINIL,N,N,N,N 
NYAMYC,NYSTATIN,N,N,N,N 
NYSTATIN,NYSTATIN,N,N,N,N 
NYSTATIN-TRIAMCINOLONE,NYSTATIN/TRIAMCIN,N,N,N,N 
NYSTOP,NYSTATIN,N,N,N,N 
O-CAL FA,PRENATAL VIT/IRON FUMARATE/FA,N,N,N,N 
O-CAL PRENATAL,PRENATAL VIT NO.127/IRON/FA,N,N,N,N 
OB COMPLETE,"IRON,CARBONYL/FA/MULTIVIT-MIN",N,N,N,N 
OB COMPLETE ONE,PN85/IRON CB&ASP G/FA/DHA/FISH,N,N,N,N 
OB COMPLETE PETITE,PRENATAL56/IRON/FOLIC ACID/DHA,N,N,N,N 
OB COMPLETE WITH DHA,PNV #30/IRON CARB&ASPG/FA/OM3,N,N,N,N 
OCELLA,ETHINYL ESTRADIOL/DROSPIRENONE,N,N,N,N 
OCTAGAM,IMMUN GLOB G(IGG)/MALT/IGA 50+,N,N,N,N 
OCTREOTIDE ACETATE,OCTREOTIDE ACETATE,N,N,N,N 
OCUFEN,FLURBIPROFEN SODIUM,N,N,N,N 
OCUFLOX,OFLOXACIN,N,N,N,N 
ODOMZO,SONIDEGIB PHOSPHATE,N,N,N,N 
OFEV,NINTEDANIB ESYLATE,N,N,N,N 
OFLOXACIN,OFLOXACIN,N,Y,N,N 
OGESTREL,NORGESTREL-ETHINYL ESTRADIOL,N,N,N,N 
OLANZAPINE,OLANZAPINE,N,N,N,Y 
OLANZAPINE ODT,OLANZAPINE,N,N,N,Y 
OLANZAPINE-FLUOXETINE HCL,OLANZAPINE/FLUOXETINE HCL,N,N,N,Y 
OLEPTRO ER,TRAZODONE HCL,N,N,N,N 
OLOPATADINE HCL,OLOPATADINE HCL,N,N,N,N 
OLUX,CLOBETASOL PROPIONATE,N,N,N,N 
OLUX-E,CLOBETASOL PROPIONATE/EMOLL,N,N,N,N 
OLYSIO,SIMEPREVIR SODIUM,N,N,N,N 
OMECLAMOX-PAK,OMEPRAZOLE/CLARITH/AMOXICILLIN,N,N,N,N 
OMEGA-3 ACID ETHYL ESTERS,OMEGA-3 ACID ETHYL ESTERS,N,N,N,N 
OMEPRAZOLE,OMEPRAZOLE,N,N,N,N 
OMEPRAZOLE-SODIUM BICARBONATE,OMEPRAZOLE/SODIUM BICARBONATE,N,N,N,N 
OMNARIS,CICLESONIDE,N,N,N,N 
OMNIPOD,INSULIN PUMP CARTRIDGE,N,N,N,N 
OMNIPRED,PREDNISOLONE ACETATE,N,N,N,N 
OMNITROPE,SOMATROPIN,N,N,N,N 
ONDANSETRON HCL,ONDANSETRON HCL,N,N,N,N 
ONDANSETRON HCL,ONDANSETRON HCL/PF,N,N,N,N 
ONDANSETRON ODT,ONDANSETRON,N,N,N,N 
ONEXTON,CLINDAMYCIN PHOS/BENZOYL PEROX,N,N,N,N 
ONFI,CLOBAZAM,N,N,N,N 
ONGLYZA,SAXAGLIPTIN HCL,N,N,N,N 
ONMEL,ITRACONAZOLE,N,N,N,N 
OPANA,OXYMORPHONE HCL,Y,N,N,N 
OPANA ER,OXYMORPHONE HCL,Y,N,N,N 
OPDIVO,NIVOLUMAB,N,N,N,N 
OPIUM TINCTURE,OPIUM TINCTURE,Y,N,N,N 
OPSUMIT,MACITENTAN,N,N,N,N 
OPTIVAR,AZELASTINE HCL,N,N,N,N 
ORACEA,DOXYCYCLINE MONOHYDRATE,N,N,N,N 
ORACIT,CITRIC ACID/SODIUM CITRATE,N,N,N,N 
ORALONE,TRIAMCINOLONE ACETONIDE,N,N,N,N 
ORAP,PIMOZIDE,N,N,N,Y 
ORAPRED ODT,PREDNISOLONE SOD PHOSPHATE,N,N,N,N 
ORAVIG,MICONAZOLE,N,N,N,N 
ORENCIA,ABATACEPT,N,N,N,N 
ORENCIA,ABATACEPT/MALTOSE,N,N,N,N 
ORENITRAM ER,TREPROSTINIL DIOLAMINE,N,N,N,N 
ORKAMBI,LUMACAFTOR/IVACAFTOR,N,N,N,N 
ORPHENADRINE CITRATE,ORPHENADRINE CITRATE,N,N,Y,N 
ORSYTHIA,LEVONORGESTREL-ETHIN ESTRADIOL,N,N,N,N 
ORTHO EVRA,NORELGESTROMIN/ETHIN.ESTRADIOL,N,N,N,N 
ORTHO MICRONOR,NORETHINDRONE,N,N,N,N 
ORTHO TRI-CYCLEN,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
ORTHO TRI-CYCLEN LO,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
ORTHO-CEPT,DESOGESTREL-ETHINYL ESTRADIOL,N,N,N,N 
ORTHO-CYCLEN,NORGESTIMATE-ETHINYL ESTRADIOL,N,N,N,N 
ORTHO-NOVUM,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
OSCIMIN,HYOSCYAMINE SULFATE,N,N,N,N 
OSCIMIN SL,HYOSCYAMINE SULFATE,N,N,N,N 
OSENI,ALOGLIPTIN BENZ/PIOGLITAZONE,N,N,N,N 
OSMOPREP,"NAPHOS M-B M-H/NA PHOS,DI-BA",N,N,N,N 
OSPHENA,OSPEMIFENE,N,N,N,N 
OTEZLA,APREMILAST,N,N,N,N 
OTOZIN,ANTIPYRINE/BENZOCAIN/GLY/ZINC,N,N,N,N 
OTREXUP,METHOTREXATE/PF,N,N,N,N 
OVACE PLUS,SULFACETAMIDE SODIUM,N,N,N,N 
OVCON-35,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
OVIDE,MALATHION,N,N,N,N 
OXACILLIN,"OXACILLIN SODIUM/DEXTROSE,ISO",N,Y,N,N 
OXACILLIN SODIUM,OXACILLIN SODIUM,N,Y,N,N 
OXALIPLATIN,OXALIPLATIN,N,N,N,N 
OXANDROLONE,OXANDROLONE,N,N,N,N 
OXAPROZIN,OXAPROZIN,N,N,N,N 
OXAZEPAM,OXAZEPAM,N,N,N,N 
OXCARBAZEPINE,OXCARBAZEPINE,N,N,N,N 
OXISTAT,OXICONAZOLE NITRATE,N,N,N,N 
OXSORALEN,METHOXSALEN,N,N,N,N 
OXSORALEN-ULTRA,"METHOXSALEN, RAPID",N,N,N,N 
OXTELLAR XR,OXCARBAZEPINE,N,N,N,N 
OXYBUTYNIN CHLORIDE,OXYBUTYNIN CHLORIDE,N,N,N,N 
OXYBUTYNIN CHLORIDE ER,OXYBUTYNIN CHLORIDE,N,N,N,N 
OXYCODONE HCL,OXYCODONE HCL,Y,N,N,N 
OXYCODONE HCL ER,OXYCODONE HCL,Y,N,N,N 
OXYCODONE HCL-ASPIRIN,OXYCODONE HCL/ASPIRIN,Y,N,N,N 
OXYCODONE HCL-IBUPROFEN,IBUPROFEN/OXYCODONE HCL,Y,N,N,N 
OXYCODONE-ACETAMINOPHEN,OXYCODONE HCL/ACETAMINOPHEN,Y,N,N,N 
OXYCONTIN,OXYCODONE HCL,Y,N,N,N 
OXYMORPHONE HCL,OXYMORPHONE HCL,Y,N,N,N 
OXYMORPHONE HCL ER,OXYMORPHONE HCL,Y,N,N,N 
OXYTOCIN,OXYTOCIN,N,N,N,N 
OXYTROL,OXYBUTYNIN,N,N,N,N 
OZURDEX,DEXAMETHASONE,N,N,N,N 
PACERONE,AMIODARONE HCL,N,N,N,N 
PACLITAXEL,PACLITAXEL,N,N,N,N 
PALIPERIDONE ER,PALIPERIDONE,N,N,N,Y 
PAMELOR,NORTRIPTYLINE HCL,N,N,N,N 
PAMIDRONATE DISODIUM,PAMIDRONATE DISODIUM,N,N,N,N 
PANCREAZE,LIPASE/PROTEASE/AMYLASE,N,N,N,N 
"PANCRELIPASE 5,000",LIPASE/PROTEASE/AMYLASE,N,N,N,N 
PANDEL,HYDROCORTISONE PROBUTATE,N,N,N,N 
PANRETIN,ALITRETINOIN,N,N,N,N 
PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM,N,N,N,N 
PAPAVERINE HCL,PAPAVERINE HCL,N,N,N,N 
PARAFON FORTE DSC,CHLORZOXAZONE,N,N,Y,N 
PAREGORIC,PAREGORIC,N,N,N,N 
PARICALCITOL,PARICALCITOL,N,N,N,N 
PARNATE,TRANYLCYPROMINE SULFATE,N,N,N,N 
PAROEX,CHLORHEXIDINE GLUCONATE,N,N,N,N 
PAROMOMYCIN SULFATE,PAROMOMYCIN SULFATE,N,N,N,N 
PAROXETINE HCL,PAROXETINE HCL,N,N,N,N 
PASER,AMINOSALICYLIC ACID,N,N,N,N 
PATADAY,OLOPATADINE HCL,N,N,N,N 
PATANASE,OLOPATADINE HCL,N,N,N,N 
PATANOL,OLOPATADINE HCL,N,N,N,N 
PAXIL,PAROXETINE HCL,N,N,N,N 
PAXIL CR,PAROXETINE HCL,N,N,N,N 
PAZEO,OLOPATADINE HCL,N,N,N,N 
PCE,ERYTHROMYCIN BASE,N,Y,N,N 
PEDI-DRI,NYSTATIN,N,N,N,N 
PEDIADERM AF,NYSTATIN/EMOLLIENT COMBO NO.54,N,N,N,N 
PEDIARIX,HEP B VACCINE/DP(A)T-POLIO/PF,N,N,N,N 
PEDVAXHIB,HAEMPH B POLYSAC CONJ-MENIN/PF,N,N,N,N 
PEG 3350-ELECTROLYTE,"PEG 3350/NA SULF,BICARB,CL/KCL",N,N,N,N 
PEG 3350-ELECTROLYTE,SODIUM CHLORIDE/NAHCO3/KCL/PEG,N,N,N,N 
PEG-3350 AND ELECTROLYTES,"PEG 3350/NA SULF,BICARB,CL/KCL",N,N,N,N 
PEG-3350 WITH FLAVOR PACKS,SODIUM CHLORIDE/NAHCO3/KCL/PEG,N,N,N,N 
PEGANONE,ETHOTOIN,N,N,N,N 
PEGASYS,PEGINTERFERON ALFA-2A,N,N,N,N 
PEGASYS PROCLICK,PEGINTERFERON ALFA-2A,N,N,N,N 
PEGINTRON,PEGINTERFERON ALFA-2B,N,N,N,N 
PEGINTRON REDIPEN,PEGINTERFERON ALFA-2B,N,N,N,N 
PEN NEEDLE,"PEN NEEDLE, DIABETIC",N,N,N,N 
PEN NEEDLES,"PEN NEEDLE, DIABETIC",N,N,N,N 
PENICILLIN G POTASSIUM,PENICILLIN G POTASSIUM,N,Y,N,N 
PENICILLIN G PROCAINE,PENICILLIN G PROCAINE,N,Y,N,N 
PENICILLIN G SODIUM,PENICILLIN G SODIUM,N,Y,N,N 
PENICILLIN GK-ISO-OSM DEXTROSE,PEN G POT/DEXTROSE-WATER,N,Y,N,N 
PENICILLIN V POTASSIUM,PENICILLIN V POTASSIUM,N,Y,N,N 
PENLAC,CICLOPIROX,N,N,N,N 
PENNSAID,DICLOFENAC SODIUM,N,N,N,N 
PENTACEL,DP(A)T-POLIO/HIB CONJ-TET/PF,N,N,N,N 
PENTAM 300,PENTAMIDINE ISETHIONATE,N,N,N,N 
PENTASA,MESALAMINE,N,N,N,N 
PENTAZOCINE-NALOXONE HCL,PENTAZOCINE HCL/NALOXONE HCL,Y,N,Y,N 
PENTOXIFYLLINE,PENTOXIFYLLINE,N,N,N,N 
PEPCID,FAMOTIDINE,N,N,N,N 
PERCOCET,OXYCODONE HCL/ACETAMINOPHEN,Y,N,N,N 
PERFOROMIST,FORMOTEROL FUMARATE,N,N,N,N 
PERINDOPRIL ERBUMINE,PERINDOPRIL ERBUMINE,N,N,N,N 
PERIOGARD,CHLORHEXIDINE GLUCONATE,N,N,N,N 
PERJETA,PERTUZUMAB,N,N,N,N 
PERMETHRIN,PERMETHRIN,N,N,N,N 
PERPHENAZINE,PERPHENAZINE,N,N,N,Y 
PERPHENAZINE-AMITRIPTYLINE,PERPHENAZINE/AMITRIPTYLINE HCL,N,N,Y,Y 
PERSANTINE,DIPYRIDAMOLE,N,N,Y,N 
PERTZYE,LIPASE/PROTEASE/AMYLASE,N,N,N,N 
PEXEVA,PAROXETINE MESYLATE,N,N,N,N 
PFIZERPEN,PENICILLIN G POTASSIUM,N,Y,N,N 
PHENADOZ,PROMETHAZINE HCL,N,N,Y,N 
PHENAZOPYRIDINE HCL,PHENAZOPYRIDINE HCL,N,N,N,N 
PHENDIMETRAZINE TARTRATE,PHENDIMETRAZINE TARTRATE,N,N,N,N 
PHENELZINE SULFATE,PHENELZINE SULFATE,N,N,N,N 
PHENERGAN,PROMETHAZINE HCL,N,N,Y,N 
PHENOBARBITAL,PHENOBARBITAL,N,N,Y,N 
PHENOBARBITAL SODIUM,PHENOBARBITAL SODIUM,N,N,Y,N 
PHENOXYBENZAMINE HCL,PHENOXYBENZAMINE HCL,N,N,N,N 
PHENTERMINE HCL,PHENTERMINE HCL,N,N,N,N 
PHENTOLAMINE MESYLATE,PHENTOLAMINE MESYLATE,N,N,N,N 
PHENYLEPHRINE HCL,PHENYLEPHRINE HCL,N,N,N,N 
PHENYTEK,PHENYTOIN SODIUM EXTENDED,N,N,N,N 
PHENYTOIN,PHENYTOIN,N,N,N,N 
PHENYTOIN SODIUM,PHENYTOIN SODIUM,N,N,N,N 
PHENYTOIN SODIUM EXTENDED,PHENYTOIN SODIUM EXTENDED,N,N,N,N 
PHILITH,NORETHINDRONE-ETHINYL ESTRAD,N,N,N,N 
PHISOHEX,HEXACHLOROPHENE,N,N,N,N 
PHOSLO,CALCIUM ACETATE,N,N,N,N 
